Exercise_ID,Exercise_Name,Muscle_Group,Difficulty,Workout_Type,Equipment,Duration_Min,Calories_Burned_Per_Hour,Sets,Reps,Rest_Time_Sec,Recommended_Goal
5421,Jump Rope,Cardio,Advanced,Flexibility,None,41,938,4,13,157,Endurance
5422,Squats,Legs,Intermediate,Flexibility,None,58,360,3,6,170,Endurance
5423,Swimming,Cardio,Advanced,HIIT,None,88,857,3,12,152,Muscle Gain
5424,Deadlift,Full Body,Beginner,Flexibility,Dumbbells,29,759,4,19,39,Maintenance
5425,Walking,Cardio,Advanced,Strength,Dumbbells,20,574,1,10,31,Endurance
5426,Leg Press,Legs,Intermediate,Flexibility,None,35,752,1,16,175,Endurance
5427,Leg Press,Legs,Advanced,Cardio,Barbell,43,646,6,9,135,Endurance
5428,Jump Rope,Cardio,Beginner,Strength,Machine,76,314,4,15,97,Endurance
5429,Swimming,Cardio,Advanced,Strength,None,74,834,2,24,40,Endurance
5430,Burpees,Full Body,Intermediate,HIIT,Resistance Band,23,938,5,15,70,Endurance
5431,Swimming,Cardio,Advanced,HIIT,Resistance Band,32,493,6,24,98,Weight Loss
5432,Push-Ups,Chest,Beginner,HIIT,None,60,580,2,21,156,Endurance
5433,Push-Ups,Chest,Beginner,Cardio,Resistance Band,44,978,4,19,48,Endurance
5434,Burpees,Full Body,Beginner,HIIT,None,74,621,2,6,118,Maintenance
5435,Lunges,Legs,Intermediate,Flexibility,Machine,16,528,3,20,111,Weight Loss
5436,Lat Pulldown,Back,Beginner,Cardio,Dumbbells,74,545,5,6,137,Endurance
5437,Lateral Raises,Shoulders,Intermediate,Cardio,Resistance Band,71,486,4,24,50,Weight Loss
5438,Tricep Pushdown,Triceps,Beginner,Strength,Barbell,65,467,4,22,146,Muscle Gain
5439,Lateral Raises,Shoulders,Intermediate,Cardio,None,16,743,2,7,140,Muscle Gain
5440,Bench Press,Chest,Beginner,Endurance,Resistance Band,62,368,4,17,108,Maintenance
5441,Lunges,Legs,Intermediate,Endurance,Machine,58,883,2,25,62,Weight Loss
5442,Cycling,Cardio,Intermediate,Endurance,Resistance Band,51,398,4,11,114,Weight Loss
5443,Running,Cardio,Beginner,Flexibility,Resistance Band,12,766,5,16,173,Endurance
5444,Push-Ups,Chest,Beginner,Cardio,Machine,56,461,1,9,57,Maintenance
5445,Lunges,Legs,Beginner,HIIT,Dumbbells,27,695,3,20,128,Maintenance
5446,Burpees,Full Body,Advanced,Cardio,None,85,619,2,23,135,Muscle Gain
5447,Plank,Core,Advanced,Endurance,Machine,88,961,1,16,71,Muscle Gain
5448,Running,Cardio,Beginner,Cardio,Machine,42,479,2,25,75,Endurance
5449,Shoulder Press,Shoulders,Beginner,Endurance,Machine,47,433,3,21,116,Weight Loss
5450,Jump Rope,Cardio,Advanced,HIIT,Barbell,70,487,3,20,71,Muscle Gain
5451,Tricep Pushdown,Triceps,Beginner,HIIT,Dumbbells,51,730,3,25,76,Endurance
5452,Lateral Raises,Shoulders,Intermediate,Cardio,Machine,34,442,3,25,116,Maintenance
5453,Walking,Cardio,Intermediate,Endurance,Barbell,77,293,4,19,116,Weight Loss
5454,Plank,Core,Intermediate,Flexibility,Barbell,55,580,2,13,107,Maintenance
5455,Bicep Curls,Biceps,Intermediate,Cardio,Machine,19,913,2,22,133,Maintenance
5456,Bench Press,Chest,Advanced,Cardio,Machine,33,673,2,11,106,Muscle Gain
5457,Pull-Ups,Back,Beginner,Strength,Machine,52,563,3,21,64,Muscle Gain
5458,Push-Ups,Chest,Advanced,Endurance,Dumbbells,24,424,5,23,95,Maintenance
5459,Lateral Raises,Shoulders,Intermediate,Strength,Resistance Band,89,328,6,14,42,Maintenance
5460,Burpees,Full Body,Intermediate,Strength,Dumbbells,13,406,3,10,89,Muscle Gain
5461,Leg Press,Legs,Advanced,Cardio,Resistance Band,19,305,3,10,74,Muscle Gain
5462,Jump Rope,Cardio,Beginner,HIIT,Resistance Band,46,233,2,5,56,Maintenance
5463,Running,Cardio,Advanced,Cardio,Dumbbells,10,969,2,22,41,Maintenance
5464,Shoulder Press,Shoulders,Advanced,HIIT,Machine,30,506,3,13,133,Endurance
5465,Lat Pulldown,Back,Advanced,HIIT,Resistance Band,33,704,2,21,152,Endurance
5466,Push-Ups,Chest,Intermediate,Flexibility,Resistance Band,35,153,2,6,114,Endurance
5467,Squats,Legs,Beginner,HIIT,Machine,65,252,4,25,128,Maintenance
5468,Burpees,Full Body,Beginner,Endurance,Barbell,46,731,6,16,147,Muscle Gain
5469,Lat Pulldown,Back,Intermediate,Endurance,Dumbbells,15,841,1,24,110,Endurance
5470,Burpees,Full Body,Advanced,Endurance,Resistance Band,11,873,4,6,82,Weight Loss
5471,Shoulder Press,Shoulders,Advanced,Cardio,Dumbbells,38,299,2,21,120,Weight Loss
5472,Burpees,Full Body,Intermediate,HIIT,Dumbbells,33,629,4,15,116,Muscle Gain
5473,Running,Cardio,Intermediate,Strength,Barbell,25,818,3,7,92,Maintenance
5474,Jump Rope,Cardio,Intermediate,HIIT,None,13,188,5,19,33,Muscle Gain
5475,Lunges,Legs,Beginner,HIIT,None,65,728,4,9,128,Endurance
5476,Deadlift,Full Body,Intermediate,HIIT,None,25,256,6,14,143,Weight Loss
5477,Burpees,Full Body,Advanced,Strength,Resistance Band,49,737,3,9,177,Muscle Gain
5478,Jump Rope,Cardio,Advanced,Cardio,Dumbbells,72,981,3,9,58,Endurance
5479,Plank,Core,Advanced,HIIT,Barbell,65,719,6,22,32,Maintenance
5480,Cycling,Cardio,Intermediate,Cardio,Barbell,32,208,3,12,52,Endurance
5481,Leg Press,Legs,Beginner,HIIT,Machine,45,717,3,16,68,Endurance
5482,Lunges,Legs,Beginner,Strength,None,80,696,2,23,106,Endurance
5483,Leg Press,Legs,Beginner,Strength,Barbell,34,522,5,14,173,Endurance
5484,Cycling,Cardio,Intermediate,HIIT,None,18,434,5,16,75,Muscle Gain
5485,Tricep Pushdown,Triceps,Advanced,HIIT,Resistance Band,90,503,3,22,68,Endurance
5486,Squats,Legs,Beginner,HIIT,Barbell,21,571,1,13,68,Weight Loss
5487,Lateral Raises,Shoulders,Beginner,HIIT,Dumbbells,19,465,4,5,136,Endurance
5488,Leg Press,Legs,Intermediate,Cardio,Barbell,48,884,3,16,50,Maintenance
5489,Lateral Raises,Shoulders,Advanced,Endurance,Dumbbells,34,413,5,20,140,Endurance
5490,Lunges,Legs,Advanced,HIIT,Dumbbells,40,778,6,17,41,Muscle Gain
5491,Running,Cardio,Intermediate,Flexibility,Dumbbells,63,826,6,15,118,Muscle Gain
5492,Shoulder Press,Shoulders,Intermediate,Endurance,Dumbbells,36,552,2,13,128,Endurance
5493,Push-Ups,Chest,Advanced,Cardio,Barbell,84,401,3,5,120,Muscle Gain
5494,Swimming,Cardio,Advanced,HIIT,None,47,183,5,9,152,Weight Loss
5495,Leg Press,Legs,Advanced,Endurance,Barbell,14,653,1,17,153,Maintenance
5496,Swimming,Cardio,Advanced,Endurance,Resistance Band,12,205,5,15,146,Weight Loss
5497,Jump Rope,Cardio,Intermediate,Cardio,Dumbbells,20,988,1,15,84,Weight Loss
5498,Burpees,Full Body,Beginner,HIIT,Resistance Band,52,518,6,13,103,Endurance
5499,Push-Ups,Chest,Intermediate,Endurance,None,17,877,2,16,125,Endurance
5500,Leg Press,Legs,Advanced,Flexibility,Barbell,24,535,3,23,165,Maintenance
5501,Pull-Ups,Back,Beginner,HIIT,Resistance Band,85,806,5,6,172,Maintenance
5502,Bicep Curls,Biceps,Advanced,Cardio,Dumbbells,45,837,4,25,171,Endurance
5503,Lunges,Legs,Beginner,Cardio,Resistance Band,51,602,5,18,166,Endurance
5504,Pull-Ups,Back,Beginner,HIIT,Barbell,52,710,2,15,32,Endurance
5505,Cycling,Cardio,Beginner,Strength,Resistance Band,46,257,5,16,84,Weight Loss
5506,Running,Cardio,Beginner,Strength,Machine,50,821,3,17,49,Weight Loss
5507,Bench Press,Chest,Beginner,Cardio,None,66,546,5,11,159,Weight Loss
5508,Leg Press,Legs,Beginner,Cardio,None,90,228,6,10,99,Weight Loss
5509,Lunges,Legs,Beginner,Flexibility,None,12,904,1,22,171,Endurance
5510,Bench Press,Chest,Beginner,Flexibility,Resistance Band,66,999,5,21,87,Endurance
5511,Deadlift,Full Body,Advanced,Strength,Barbell,10,573,3,15,47,Maintenance
5512,Swimming,Cardio,Beginner,Strength,Barbell,70,998,4,6,107,Maintenance
5513,Shoulder Press,Shoulders,Beginner,Cardio,Dumbbells,42,647,5,16,132,Weight Loss
5514,Running,Cardio,Advanced,HIIT,Machine,23,612,4,23,86,Maintenance
5515,Leg Press,Legs,Advanced,Flexibility,None,47,678,6,7,36,Weight Loss
5516,Cycling,Cardio,Intermediate,Endurance,None,30,766,2,10,103,Muscle Gain
5517,Push-Ups,Chest,Advanced,Endurance,Barbell,44,199,6,18,121,Muscle Gain
5518,Bicep Curls,Biceps,Intermediate,Flexibility,None,40,469,1,6,34,Maintenance
5519,Push-Ups,Chest,Intermediate,Flexibility,Barbell,72,353,4,20,94,Maintenance
5520,Lat Pulldown,Back,Advanced,Cardio,None,37,301,2,14,58,Endurance
5521,Plank,Core,Advanced,Endurance,Machine,27,181,1,25,105,Endurance
5522,Swimming,Cardio,Advanced,Strength,None,33,755,6,21,40,Weight Loss
5523,Jump Rope,Cardio,Intermediate,Strength,Dumbbells,30,407,5,21,79,Maintenance
5524,Plank,Core,Advanced,Endurance,Barbell,24,899,1,14,52,Endurance
5525,Bench Press,Chest,Advanced,Flexibility,Barbell,24,813,4,25,136,Maintenance
5526,Deadlift,Full Body,Advanced,Endurance,None,16,1000,1,10,54,Muscle Gain
5527,Swimming,Cardio,Advanced,Flexibility,Dumbbells,19,469,1,22,121,Endurance
5528,Bench Press,Chest,Advanced,Cardio,None,56,257,3,10,106,Endurance
5529,Swimming,Cardio,Intermediate,Endurance,Barbell,54,548,3,9,118,Weight Loss
5530,Burpees,Full Body,Beginner,Cardio,Machine,68,667,2,17,161,Weight Loss
5531,Push-Ups,Chest,Intermediate,Strength,Resistance Band,40,571,5,15,160,Maintenance
5532,Lateral Raises,Shoulders,Intermediate,Endurance,Machine,19,489,6,6,108,Muscle Gain
5533,Plank,Core,Advanced,Endurance,Barbell,86,651,4,8,114,Maintenance
5534,Pull-Ups,Back,Advanced,Strength,Resistance Band,16,195,3,25,155,Maintenance
5535,Lunges,Legs,Advanced,Endurance,Resistance Band,28,441,3,18,33,Endurance
5536,Bicep Curls,Biceps,Intermediate,Cardio,Resistance Band,58,691,2,15,68,Muscle Gain
5537,Deadlift,Full Body,Advanced,HIIT,None,39,488,5,5,61,Endurance
5538,Crunches,Core,Intermediate,Flexibility,Dumbbells,10,723,6,14,106,Endurance
5539,Cycling,Cardio,Advanced,HIIT,Machine,17,401,6,6,174,Muscle Gain
5540,Leg Press,Legs,Advanced,HIIT,Machine,17,778,1,24,157,Maintenance
5541,Lat Pulldown,Back,Advanced,Strength,Machine,16,1000,3,19,84,Endurance
5542,Shoulder Press,Shoulders,Advanced,Cardio,None,35,155,1,5,80,Endurance
5543,Pull-Ups,Back,Beginner,Endurance,Machine,63,383,4,25,168,Endurance
5544,Push-Ups,Chest,Advanced,Strength,Barbell,36,875,4,8,41,Maintenance
5545,Crunches,Core,Beginner,Strength,Resistance Band,71,661,2,25,31,Maintenance
5546,Running,Cardio,Intermediate,Endurance,Resistance Band,47,241,2,14,49,Muscle Gain
5547,Push-Ups,Chest,Intermediate,HIIT,None,23,315,2,19,134,Muscle Gain
5548,Burpees,Full Body,Beginner,Strength,None,54,993,6,17,89,Endurance
5549,Lateral Raises,Shoulders,Intermediate,Strength,None,51,843,2,7,49,Muscle Gain
5550,Jump Rope,Cardio,Advanced,HIIT,Resistance Band,84,352,6,14,98,Weight Loss
5551,Running,Cardio,Advanced,Cardio,Resistance Band,83,500,5,11,133,Weight Loss
5552,Shoulder Press,Shoulders,Advanced,Flexibility,None,18,846,1,6,49,Endurance
5553,Bicep Curls,Biceps,Advanced,Flexibility,Dumbbells,88,542,4,13,83,Muscle Gain
5554,Running,Cardio,Advanced,Cardio,Dumbbells,65,804,4,5,71,Muscle Gain
5555,Jump Rope,Cardio,Intermediate,HIIT,Barbell,10,271,4,12,174,Maintenance
5556,Deadlift,Full Body,Intermediate,HIIT,Barbell,66,607,3,13,83,Weight Loss
5557,Cycling,Cardio,Intermediate,Cardio,Dumbbells,35,152,4,17,174,Endurance
5558,Cycling,Cardio,Beginner,Cardio,Dumbbells,37,591,6,12,113,Weight Loss
5559,Swimming,Cardio,Beginner,Flexibility,Dumbbells,69,297,6,22,68,Muscle Gain
5560,Shoulder Press,Shoulders,Intermediate,Flexibility,Dumbbells,37,653,4,15,113,Muscle Gain
5561,Tricep Pushdown,Triceps,Intermediate,Cardio,Dumbbells,34,524,3,25,150,Maintenance
5562,Burpees,Full Body,Beginner,Endurance,Dumbbells,71,790,6,23,116,Endurance
5563,Shoulder Press,Shoulders,Advanced,Strength,Resistance Band,18,681,6,23,126,Weight Loss
5564,Squats,Legs,Intermediate,Cardio,Resistance Band,32,785,1,25,32,Maintenance
5565,Pull-Ups,Back,Intermediate,Cardio,Barbell,56,696,4,10,91,Muscle Gain
5566,Crunches,Core,Advanced,Endurance,Machine,73,186,6,18,111,Muscle Gain
5567,Running,Cardio,Intermediate,Strength,None,76,869,6,15,38,Maintenance
5568,Lateral Raises,Shoulders,Beginner,Strength,Barbell,32,197,4,23,91,Endurance
5569,Crunches,Core,Beginner,Flexibility,None,56,473,2,19,105,Maintenance
5570,Pull-Ups,Back,Beginner,Cardio,Resistance Band,71,910,2,9,166,Weight Loss
5571,Crunches,Core,Advanced,Flexibility,Barbell,61,378,6,11,161,Weight Loss
5572,Push-Ups,Chest,Advanced,Cardio,Dumbbells,52,833,1,13,114,Endurance
5573,Swimming,Cardio,Intermediate,Endurance,None,10,203,6,15,112,Endurance
5574,Jump Rope,Cardio,Beginner,Endurance,None,81,778,5,9,75,Endurance
5575,Lunges,Legs,Advanced,Endurance,Dumbbells,19,872,1,15,51,Endurance
5576,Burpees,Full Body,Beginner,HIIT,Barbell,77,171,3,24,128,Maintenance
5577,Deadlift,Full Body,Beginner,Strength,Dumbbells,33,178,5,9,95,Muscle Gain
5578,Cycling,Cardio,Advanced,Flexibility,Machine,28,334,4,12,160,Maintenance
5579,Lunges,Legs,Intermediate,Endurance,Machine,40,470,5,24,92,Endurance
5580,Push-Ups,Chest,Beginner,Flexibility,Barbell,87,659,1,21,56,Weight Loss
5581,Jump Rope,Cardio,Intermediate,Flexibility,Machine,57,761,5,9,94,Endurance
5582,Push-Ups,Chest,Advanced,Endurance,Barbell,30,919,1,8,47,Endurance
5583,Walking,Cardio,Beginner,Flexibility,None,24,760,5,9,41,Weight Loss
5584,Burpees,Full Body,Intermediate,Flexibility,Machine,48,681,6,10,50,Endurance
5585,Pull-Ups,Back,Advanced,Cardio,Machine,60,639,5,16,126,Weight Loss
5586,Leg Press,Legs,Beginner,Endurance,Machine,54,708,5,5,160,Muscle Gain
5587,Lat Pulldown,Back,Beginner,Flexibility,Machine,58,309,5,21,53,Muscle Gain
5588,Tricep Pushdown,Triceps,Advanced,Strength,Dumbbells,28,482,6,9,87,Maintenance
5589,Swimming,Cardio,Beginner,Endurance,None,86,878,1,5,86,Maintenance
5590,Cycling,Cardio,Intermediate,Flexibility,Dumbbells,38,160,4,12,66,Weight Loss
5591,Swimming,Cardio,Advanced,Strength,Dumbbells,79,792,6,6,92,Weight Loss
5592,Bench Press,Chest,Intermediate,Flexibility,Resistance Band,75,957,6,12,141,Maintenance
5593,Leg Press,Legs,Advanced,Strength,Machine,12,354,1,21,75,Maintenance
5594,Lat Pulldown,Back,Beginner,HIIT,Dumbbells,72,405,2,25,140,Muscle Gain
5595,Cycling,Cardio,Intermediate,HIIT,None,33,477,3,5,179,Weight Loss
5596,Lateral Raises,Shoulders,Intermediate,HIIT,Machine,47,769,2,11,88,Maintenance
5597,Deadlift,Full Body,Intermediate,Flexibility,Barbell,29,455,6,6,147,Endurance
5598,Shoulder Press,Shoulders,Intermediate,Strength,Dumbbells,55,182,1,6,126,Weight Loss
5599,Running,Cardio,Intermediate,Strength,Resistance Band,77,931,2,25,49,Muscle Gain
5600,Shoulder Press,Shoulders,Beginner,Endurance,Machine,90,182,1,9,58,Weight Loss
5601,Lateral Raises,Shoulders,Advanced,Flexibility,None,18,455,1,10,108,Weight Loss
5602,Jump Rope,Cardio,Beginner,Strength,Resistance Band,50,596,5,10,32,Endurance
5603,Jump Rope,Cardio,Beginner,Flexibility,Resistance Band,82,806,2,5,165,Maintenance
5604,Bench Press,Chest,Intermediate,Flexibility,Dumbbells,55,347,1,6,80,Muscle Gain
5605,Shoulder Press,Shoulders,Beginner,Endurance,Machine,14,231,4,8,168,Maintenance
5606,Running,Cardio,Advanced,Endurance,Machine,74,839,5,21,174,Endurance
5607,Swimming,Cardio,Intermediate,Strength,Barbell,67,499,4,23,80,Weight Loss
5608,Deadlift,Full Body,Advanced,Cardio,Dumbbells,25,449,4,11,122,Muscle Gain
5609,Crunches,Core,Advanced,HIIT,Dumbbells,40,360,1,19,55,Weight Loss
5610,Plank,Core,Beginner,Cardio,Machine,85,473,1,24,139,Maintenance
5611,Push-Ups,Chest,Beginner,Cardio,Machine,42,280,2,11,141,Weight Loss
5612,Running,Cardio,Intermediate,Endurance,Barbell,51,608,3,14,159,Maintenance
5613,Cycling,Cardio,Advanced,Cardio,Dumbbells,37,401,4,7,94,Muscle Gain
5614,Plank,Core,Intermediate,HIIT,Machine,35,591,6,16,40,Endurance
5615,Bench Press,Chest,Intermediate,Strength,None,90,181,1,13,150,Muscle Gain
5616,Lateral Raises,Shoulders,Beginner,Endurance,Barbell,55,490,1,25,172,Endurance
5617,Tricep Pushdown,Triceps,Intermediate,HIIT,Dumbbells,74,428,2,23,121,Muscle Gain
5618,Squats,Legs,Beginner,Strength,Resistance Band,46,500,1,17,33,Muscle Gain
5619,Shoulder Press,Shoulders,Intermediate,Strength,Barbell,55,852,6,10,55,Endurance
5620,Bench Press,Chest,Intermediate,Strength,Barbell,72,952,3,11,34,Weight Loss
5621,Walking,Cardio,Beginner,Cardio,Resistance Band,12,183,5,17,164,Muscle Gain
5622,Bench Press,Chest,Intermediate,HIIT,None,42,693,4,22,51,Muscle Gain
5623,Bench Press,Chest,Advanced,Cardio,None,73,535,2,7,61,Maintenance
5624,Walking,Cardio,Beginner,Flexibility,Dumbbells,42,456,5,25,41,Muscle Gain
5625,Bicep Curls,Biceps,Intermediate,Strength,Resistance Band,10,357,2,8,93,Muscle Gain
5626,Running,Cardio,Advanced,Cardio,Machine,63,257,1,19,124,Maintenance
5627,Leg Press,Legs,Beginner,HIIT,None,60,278,3,14,165,Maintenance
5628,Deadlift,Full Body,Intermediate,HIIT,Dumbbells,19,229,1,9,172,Endurance
5629,Pull-Ups,Back,Advanced,Flexibility,None,87,492,5,14,79,Endurance
5630,Shoulder Press,Shoulders,Advanced,HIIT,Resistance Band,81,921,3,24,158,Maintenance
5631,Cycling,Cardio,Advanced,HIIT,Resistance Band,43,952,2,23,132,Endurance
5632,Swimming,Cardio,Intermediate,Endurance,Barbell,86,450,6,25,85,Weight Loss
5633,Swimming,Cardio,Beginner,Flexibility,Barbell,44,882,4,18,145,Muscle Gain
5634,Lunges,Legs,Advanced,Strength,Resistance Band,67,515,1,23,46,Weight Loss
5635,Bench Press,Chest,Intermediate,Flexibility,None,79,343,2,18,87,Muscle Gain
5636,Running,Cardio,Advanced,Endurance,Machine,29,346,4,13,149,Weight Loss
5637,Crunches,Core,Intermediate,Endurance,Dumbbells,37,453,6,10,54,Weight Loss
5638,Shoulder Press,Shoulders,Advanced,Flexibility,Barbell,75,987,2,12,51,Maintenance
5639,Leg Press,Legs,Advanced,Strength,Resistance Band,36,199,6,25,141,Maintenance
5640,Lunges,Legs,Intermediate,Cardio,Resistance Band,69,427,2,16,76,Weight Loss
5641,Swimming,Cardio,Beginner,Endurance,Dumbbells,60,636,6,21,129,Endurance
5642,Push-Ups,Chest,Beginner,Flexibility,Resistance Band,34,754,3,11,156,Maintenance
5643,Swimming,Cardio,Intermediate,HIIT,Machine,41,802,3,19,128,Maintenance
5644,Walking,Cardio,Advanced,Cardio,Machine,34,684,4,5,79,Weight Loss
5645,Lat Pulldown,Back,Advanced,Endurance,Barbell,59,336,6,22,100,Maintenance
5646,Burpees,Full Body,Beginner,Flexibility,Barbell,16,195,4,12,176,Endurance
5647,Push-Ups,Chest,Beginner,Cardio,Resistance Band,30,798,6,19,78,Muscle Gain
5648,Lat Pulldown,Back,Advanced,Cardio,Machine,44,626,6,15,150,Weight Loss
5649,Plank,Core,Beginner,HIIT,Barbell,26,934,6,10,157,Weight Loss
5650,Plank,Core,Advanced,Strength,Barbell,44,817,5,19,155,Weight Loss
5651,Deadlift,Full Body,Advanced,Endurance,Resistance Band,56,446,3,21,61,Maintenance
5652,Crunches,Core,Intermediate,Flexibility,Barbell,66,525,2,6,68,Endurance
5653,Running,Cardio,Advanced,Endurance,Barbell,53,162,5,15,128,Maintenance
5654,Crunches,Core,Beginner,Cardio,Machine,27,824,3,16,161,Muscle Gain
5655,Bicep Curls,Biceps,Intermediate,HIIT,Machine,16,928,3,11,54,Weight Loss
5656,Running,Cardio,Advanced,Flexibility,Resistance Band,17,571,1,15,46,Muscle Gain
5657,Swimming,Cardio,Beginner,Strength,Resistance Band,26,325,3,12,89,Weight Loss
5658,Pull-Ups,Back,Intermediate,Endurance,Dumbbells,10,230,1,24,45,Endurance
5659,Crunches,Core,Beginner,Endurance,Barbell,83,525,5,13,41,Muscle Gain
5660,Lateral Raises,Shoulders,Beginner,HIIT,Barbell,82,752,4,25,60,Endurance
5661,Swimming,Cardio,Beginner,Flexibility,Resistance Band,22,616,6,14,61,Weight Loss
5662,Lat Pulldown,Back,Intermediate,Endurance,Barbell,81,912,5,23,156,Weight Loss
5663,Lateral Raises,Shoulders,Advanced,Cardio,Resistance Band,20,337,3,20,31,Weight Loss
5664,Plank,Core,Beginner,Endurance,Dumbbells,85,653,3,17,95,Endurance
5665,Swimming,Cardio,Beginner,Cardio,Dumbbells,83,800,6,6,110,Weight Loss
5666,Lat Pulldown,Back,Beginner,Cardio,None,63,901,5,25,54,Endurance
5667,Pull-Ups,Back,Intermediate,Flexibility,Machine,85,949,4,11,72,Weight Loss
5668,Burpees,Full Body,Beginner,Strength,Resistance Band,72,555,2,25,59,Weight Loss
5669,Running,Cardio,Advanced,Cardio,Dumbbells,45,252,3,6,112,Maintenance
5670,Running,Cardio,Intermediate,Cardio,None,34,467,2,21,161,Maintenance
5671,Lateral Raises,Shoulders,Advanced,Strength,Machine,16,590,3,16,170,Endurance
5672,Cycling,Cardio,Beginner,Strength,Resistance Band,14,811,4,19,49,Endurance
5673,Lunges,Legs,Beginner,Cardio,Dumbbells,50,446,6,22,166,Maintenance
5674,Lunges,Legs,Beginner,HIIT,None,50,919,5,14,152,Endurance
5675,Plank,Core,Beginner,Strength,Barbell,51,240,5,20,91,Endurance
5676,Jump Rope,Cardio,Intermediate,Strength,Barbell,24,181,6,7,121,Maintenance
5677,Squats,Legs,Beginner,HIIT,None,83,216,5,18,118,Muscle Gain
5678,Leg Press,Legs,Intermediate,Endurance,Machine,41,465,4,10,114,Muscle Gain
5679,Plank,Core,Advanced,Strength,Dumbbells,75,962,1,5,156,Muscle Gain
5680,Jump Rope,Cardio,Intermediate,Strength,Barbell,50,862,4,10,133,Muscle Gain
5681,Bench Press,Chest,Intermediate,HIIT,Machine,19,744,2,5,155,Maintenance
5682,Cycling,Cardio,Intermediate,HIIT,Resistance Band,82,559,2,15,164,Muscle Gain
5683,Leg Press,Legs,Advanced,HIIT,Machine,26,195,2,16,72,Muscle Gain
5684,Bench Press,Chest,Advanced,HIIT,Resistance Band,90,482,6,23,178,Maintenance
5685,Lunges,Legs,Beginner,HIIT,Resistance Band,31,237,2,17,66,Muscle Gain
5686,Jump Rope,Cardio,Intermediate,Strength,Dumbbells,86,727,6,18,91,Weight Loss
5687,Burpees,Full Body,Intermediate,Endurance,Dumbbells,31,785,5,23,72,Weight Loss
5688,Plank,Core,Advanced,HIIT,None,61,448,3,10,100,Weight Loss
5689,Shoulder Press,Shoulders,Advanced,Strength,Machine,40,742,4,5,172,Muscle Gain
5690,Crunches,Core,Advanced,Endurance,Dumbbells,59,223,2,7,157,Endurance
5691,Plank,Core,Advanced,Cardio,Dumbbells,24,738,4,5,89,Endurance
5692,Pull-Ups,Back,Intermediate,Cardio,Barbell,85,739,5,17,105,Weight Loss
5693,Push-Ups,Chest,Beginner,Flexibility,Resistance Band,63,988,1,11,77,Muscle Gain
5694,Lat Pulldown,Back,Advanced,Endurance,Resistance Band,46,554,1,13,86,Endurance
5695,Tricep Pushdown,Triceps,Beginner,Cardio,Dumbbells,59,766,1,11,50,Endurance
5696,Pull-Ups,Back,Advanced,HIIT,Resistance Band,56,970,2,25,70,Maintenance
5697,Leg Press,Legs,Beginner,Flexibility,Dumbbells,45,763,4,18,151,Endurance
5698,Bicep Curls,Biceps,Intermediate,HIIT,Barbell,40,832,6,18,99,Weight Loss
5699,Tricep Pushdown,Triceps,Intermediate,Strength,Machine,32,568,4,19,161,Muscle Gain
5700,Tricep Pushdown,Triceps,Advanced,HIIT,Dumbbells,86,167,6,12,119,Muscle Gain
5701,Walking,Cardio,Intermediate,Strength,Machine,21,713,3,14,143,Endurance
5702,Jump Rope,Cardio,Advanced,HIIT,Resistance Band,21,564,1,5,122,Muscle Gain
5703,Running,Cardio,Intermediate,Flexibility,Dumbbells,37,480,6,11,55,Maintenance
5704,Tricep Pushdown,Triceps,Advanced,Cardio,None,54,723,6,17,113,Weight Loss
5705,Lunges,Legs,Advanced,HIIT,Dumbbells,75,195,6,15,63,Muscle Gain
5706,Running,Cardio,Intermediate,Flexibility,Resistance Band,71,623,6,6,62,Muscle Gain
5707,Push-Ups,Chest,Intermediate,Flexibility,Machine,26,347,4,10,106,Endurance
5708,Plank,Core,Advanced,HIIT,None,80,749,5,16,151,Muscle Gain
5709,Bicep Curls,Biceps,Beginner,Flexibility,Resistance Band,76,180,6,24,117,Muscle Gain
5710,Walking,Cardio,Beginner,Flexibility,Barbell,71,605,6,25,175,Weight Loss
5711,Bench Press,Chest,Intermediate,HIIT,Dumbbells,79,495,1,6,93,Endurance
5712,Crunches,Core,Intermediate,HIIT,Dumbbells,39,177,6,24,109,Maintenance
5713,Deadlift,Full Body,Advanced,Cardio,Machine,40,373,2,12,175,Weight Loss
5714,Push-Ups,Chest,Beginner,Flexibility,None,44,804,5,20,175,Maintenance
5715,Deadlift,Full Body,Intermediate,Cardio,Resistance Band,68,901,2,12,119,Weight Loss
5716,Squats,Legs,Advanced,Flexibility,Dumbbells,20,720,1,23,163,Maintenance
5717,Jump Rope,Cardio,Beginner,Cardio,Dumbbells,74,354,6,25,121,Muscle Gain
5718,Swimming,Cardio,Advanced,Flexibility,None,89,726,4,7,51,Weight Loss
5719,Running,Cardio,Intermediate,Endurance,Resistance Band,52,432,6,17,155,Muscle Gain
5720,Lunges,Legs,Advanced,HIIT,Machine,34,920,2,17,136,Endurance
5721,Deadlift,Full Body,Intermediate,Strength,Dumbbells,65,155,4,7,114,Maintenance
5722,Deadlift,Full Body,Beginner,HIIT,Resistance Band,26,321,5,8,132,Weight Loss
5723,Lat Pulldown,Back,Intermediate,Flexibility,Dumbbells,66,613,5,19,154,Muscle Gain
5724,Burpees,Full Body,Advanced,Flexibility,Machine,32,262,4,10,93,Weight Loss
5725,Squats,Legs,Intermediate,HIIT,None,46,679,5,5,74,Weight Loss
5726,Pull-Ups,Back,Intermediate,HIIT,Machine,38,647,3,17,149,Endurance
