Food_ID,Food_Name,Category,Serving_Size_g,Calories,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugar_g,Sodium_mg,Meal_Type,Diet_Type
5201,Egg,Protein,196,463,8.3,79.9,21.1,13.6,32.9,329,Lunch,Weight Loss
5202,Olive Oil,Healthy Fat,417,503,28.2,28.0,14.0,10.9,20.6,938,Lunch,Maintenance
5203,Tuna,Protein,244,731,43.1,18.2,13.7,0.7,31.6,1013,Lunch,Weight Loss
5204,Almonds,Healthy Fat,436,82,45.5,6.1,22.5,15.7,35.2,476,Breakfast,Muscle Gain
5205,Olive Oil,Healthy Fat,179,731,11.6,21.8,24.6,3.4,14.4,621,Lunch,Weight Loss
5206,Carrot,Vegetable,369,159,21.4,64.9,30.4,0.0,32.1,481,Snack,Maintenance
5207,Tuna,Protein,210,213,41.4,29.9,26.5,13.6,7.5,698,Dinner,Weight Loss
5208,Salmon,Protein,485,747,3.2,41.9,5.7,16.9,44.8,32,Snack,Maintenance
5209,Brown Rice,Carbohydrate,238,720,49.2,18.4,33.1,15.5,32.0,610,Dinner,Muscle Gain
5210,Apple,Fruit,289,606,9.2,4.7,30.7,11.9,9.8,988,Lunch,Muscle Gain
5211,Banana,Fruit,59,242,22.5,86.2,26.0,7.3,38.3,87,Breakfast,Weight Loss
5212,Salmon,Protein,100,349,54.0,45.5,31.6,14.7,25.2,414,Snack,Maintenance
5213,Almonds,Healthy Fat,60,189,38.4,9.0,34.5,2.2,38.7,1048,Dinner,Maintenance
5214,Cheese,Dairy,388,394,48.1,41.9,8.1,2.8,27.1,420,Lunch,Muscle Gain
5215,Banana,Fruit,484,143,38.2,22.1,1.1,19.6,22.0,964,Dinner,Muscle Gain
5216,Milk,Dairy,228,225,45.5,91.2,23.8,13.7,12.0,857,Dinner,Maintenance
5217,Orange,Fruit,461,94,46.0,82.4,16.6,18.0,25.1,131,Snack,Weight Loss
5218,Milk,Dairy,118,207,19.5,50.7,0.7,13.0,8.0,452,Breakfast,Maintenance
5219,Almonds,Healthy Fat,190,557,37.3,37.6,10.4,11.5,37.2,488,Snack,Maintenance
5220,Carrot,Vegetable,282,447,1.4,81.7,34.5,4.2,39.5,455,Snack,Maintenance
5221,Spinach,Vegetable,273,315,53.0,56.5,34.3,18.5,46.5,140,Breakfast,Muscle Gain
5222,Apple,Fruit,286,337,40.5,22.0,39.1,6.3,35.0,1097,Breakfast,Muscle Gain
5223,Tuna,Protein,301,742,47.5,1.2,34.3,10.8,39.9,332,Breakfast,Weight Loss
5224,Apple,Fruit,405,545,15.3,53.6,29.8,2.0,21.2,24,Dinner,Weight Loss
5225,Chicken Breast,Protein,345,662,56.5,88.5,38.5,8.7,12.2,24,Lunch,Weight Loss
5226,Brown Rice,Carbohydrate,461,681,57.1,7.1,7.7,1.4,32.3,642,Dinner,Muscle Gain
5227,Almonds,Healthy Fat,80,392,45.0,1.0,35.9,9.7,23.2,484,Dinner,Weight Loss
5228,Milk,Dairy,169,341,33.2,77.7,31.7,19.2,18.5,562,Snack,Maintenance
5229,Banana,Fruit,245,786,37.2,84.7,20.4,4.6,7.9,487,Snack,Weight Loss
5230,Broccoli,Vegetable,309,583,36.7,6.8,29.9,17.7,3.6,1103,Breakfast,Maintenance
5231,Milk,Dairy,257,178,28.4,7.0,14.9,9.6,39.5,739,Lunch,Muscle Gain
5232,Brown Rice,Carbohydrate,234,676,23.3,17.6,38.2,11.5,18.1,442,Breakfast,Maintenance
5233,Cheese,Dairy,104,558,49.8,85.3,1.4,19.7,48.8,234,Snack,Maintenance
5234,Salmon,Protein,193,255,44.5,90.9,13.0,6.4,27.0,711,Breakfast,Muscle Gain
5235,Egg,Protein,246,343,34.4,80.8,29.8,7.1,45.6,940,Breakfast,Weight Loss
5236,Peanut Butter,Healthy Fat,324,786,17.8,24.9,15.0,14.5,27.1,1090,Lunch,Weight Loss
5237,Apple,Fruit,149,459,26.7,34.4,22.8,19.1,8.5,849,Snack,Weight Loss
5238,Cheese,Dairy,470,269,20.3,46.9,26.6,2.8,36.7,420,Breakfast,Weight Loss
5239,Almonds,Healthy Fat,115,597,16.2,53.5,12.9,19.8,20.2,249,Lunch,Weight Loss
5240,Greek Yogurt,Protein,416,583,13.2,2.7,1.3,14.3,12.9,1023,Dinner,Weight Loss
5241,Milk,Dairy,385,395,33.7,90.4,39.8,10.4,12.7,601,Snack,Weight Loss
5242,Chicken Breast,Protein,461,502,29.4,46.2,17.1,15.7,6.3,111,Lunch,Muscle Gain
5243,Egg,Protein,184,743,11.1,36.8,5.1,6.0,44.3,741,Breakfast,Maintenance
5244,Almonds,Healthy Fat,244,423,15.5,35.2,5.9,9.8,1.6,669,Breakfast,Weight Loss
5245,Banana,Fruit,384,525,32.8,23.9,21.3,8.4,43.0,562,Lunch,Maintenance
5246,Avocado,Healthy Fat,351,228,51.6,59.8,8.9,2.9,47.8,261,Lunch,Weight Loss
5247,Broccoli,Vegetable,121,702,40.1,60.5,32.3,3.9,24.2,805,Dinner,Weight Loss
5248,Olive Oil,Healthy Fat,356,584,59.2,13.9,38.1,14.4,36.8,779,Breakfast,Weight Loss
5249,Avocado,Healthy Fat,347,229,18.4,53.5,24.4,4.5,32.8,265,Lunch,Maintenance
5250,Oats,Carbohydrate,320,480,48.9,47.3,26.9,3.1,35.6,767,Dinner,Weight Loss
5251,Milk,Dairy,291,58,34.1,83.3,1.1,8.9,30.8,92,Dinner,Muscle Gain
5252,Egg,Protein,361,461,50.2,64.1,24.6,18.6,33.4,35,Breakfast,Maintenance
5253,Brown Rice,Carbohydrate,134,185,17.5,93.1,28.6,15.3,16.8,705,Dinner,Weight Loss
5254,Almonds,Healthy Fat,186,174,14.4,90.3,11.3,19.2,45.3,419,Breakfast,Weight Loss
5255,Greek Yogurt,Protein,69,122,31.5,80.1,18.5,11.5,27.0,1186,Snack,Weight Loss
5256,Egg,Protein,176,256,15.3,96.3,22.7,8.6,11.5,314,Lunch,Muscle Gain
5257,Banana,Fruit,319,438,43.2,65.6,30.9,4.6,5.7,273,Breakfast,Maintenance
5258,Tuna,Protein,432,775,55.5,100.0,11.9,9.7,38.9,296,Lunch,Maintenance
5259,Peanut Butter,Healthy Fat,428,208,47.0,42.5,8.4,9.1,12.2,787,Snack,Maintenance
5260,Sweet Potato,Carbohydrate,468,236,42.8,38.3,20.9,15.1,39.2,582,Lunch,Weight Loss
5261,Orange,Fruit,389,107,7.6,63.3,10.1,0.7,45.4,755,Breakfast,Muscle Gain
5262,Olive Oil,Healthy Fat,164,334,5.8,2.0,35.2,19.7,3.9,1059,Snack,Muscle Gain
5263,Tuna,Protein,258,86,20.5,12.1,7.0,16.4,42.9,74,Dinner,Weight Loss
5264,Carrot,Vegetable,149,769,38.8,81.9,19.2,2.7,22.2,797,Dinner,Maintenance
5265,Avocado,Healthy Fat,316,547,43.2,78.8,6.1,2.1,7.1,754,Dinner,Maintenance
5266,Chicken Breast,Protein,94,792,41.8,96.2,13.9,19.3,7.5,942,Breakfast,Maintenance
5267,Cheese,Dairy,449,408,42.9,38.4,22.9,5.4,41.1,1024,Snack,Maintenance
5268,Greek Yogurt,Protein,299,564,39.1,62.0,27.5,16.8,8.2,916,Lunch,Muscle Gain
5269,Egg,Protein,78,789,6.6,34.1,28.9,6.5,24.2,472,Snack,Maintenance
5270,Tuna,Protein,126,484,44.2,39.2,34.2,2.6,4.0,547,Snack,Maintenance
5271,Oats,Carbohydrate,89,109,34.2,95.1,36.0,5.6,36.5,915,Dinner,Maintenance
5272,Oats,Carbohydrate,189,681,0.5,68.9,27.5,11.7,17.0,988,Lunch,Maintenance
5273,Cheese,Dairy,103,84,10.7,61.1,21.1,12.3,31.5,977,Snack,Muscle Gain
5274,Milk,Dairy,396,379,21.1,73.3,34.0,16.6,40.8,680,Dinner,Maintenance
5275,Broccoli,Vegetable,156,764,5.9,53.6,5.1,8.4,44.5,907,Lunch,Weight Loss
5276,Oats,Carbohydrate,276,536,22.5,5.6,37.3,17.8,8.8,81,Lunch,Maintenance
5277,Peanut Butter,Healthy Fat,422,700,31.7,8.1,1.8,1.1,45.8,319,Snack,Weight Loss
5278,Tuna,Protein,273,233,8.3,66.7,16.7,17.7,16.4,669,Dinner,Muscle Gain
5279,Banana,Fruit,277,313,24.7,2.0,31.0,19.7,31.5,556,Lunch,Muscle Gain
5280,Spinach,Vegetable,447,50,49.8,18.4,33.9,9.5,10.8,805,Snack,Maintenance
5281,Cheese,Dairy,286,196,24.5,25.2,6.5,6.5,3.2,344,Dinner,Maintenance
5282,Milk,Dairy,153,630,13.9,99.1,21.3,0.0,10.8,955,Snack,Maintenance
5283,Orange,Fruit,314,740,7.6,88.0,26.6,12.3,18.4,731,Breakfast,Weight Loss
5284,Greek Yogurt,Protein,359,672,53.8,6.9,25.2,10.0,18.3,566,Breakfast,Muscle Gain
5285,Egg,Protein,272,620,5.9,28.2,11.4,2.2,37.3,986,Snack,Maintenance
5286,Greek Yogurt,Protein,460,623,38.1,17.3,19.1,8.7,43.0,803,Lunch,Maintenance
5287,Orange,Fruit,445,406,14.0,35.3,25.7,0.8,22.2,462,Lunch,Muscle Gain
5288,Egg,Protein,370,569,36.2,87.5,15.3,14.4,7.8,297,Lunch,Weight Loss
5289,Broccoli,Vegetable,239,243,53.1,51.0,19.4,11.3,29.9,346,Dinner,Weight Loss
5290,Spinach,Vegetable,81,297,56.8,64.9,4.1,1.1,39.7,48,Dinner,Weight Loss
5291,Almonds,Healthy Fat,399,269,40.4,19.5,17.0,18.9,19.5,80,Breakfast,Weight Loss
5292,Spinach,Vegetable,399,281,1.8,93.8,30.2,6.9,22.9,97,Dinner,Maintenance
5293,Cheese,Dairy,392,750,57.7,71.4,26.9,7.8,1.4,735,Snack,Weight Loss
5294,Tuna,Protein,379,642,43.4,21.1,10.7,9.2,26.5,52,Breakfast,Weight Loss
5295,Cheese,Dairy,141,759,56.0,94.9,12.2,7.5,14.6,166,Lunch,Muscle Gain
5296,Greek Yogurt,Protein,216,709,8.4,33.1,6.7,19.3,16.1,860,Snack,Weight Loss
5297,Spinach,Vegetable,140,763,15.9,93.2,19.9,10.5,19.8,883,Snack,Maintenance
5298,Egg,Protein,235,44,31.1,40.2,10.9,8.7,46.1,65,Snack,Maintenance
5299,Almonds,Healthy Fat,281,267,33.6,80.6,21.5,4.9,1.8,235,Lunch,Maintenance
5300,Salmon,Protein,199,175,29.4,34.0,7.8,0.4,15.9,562,Snack,Weight Loss
5301,Chicken Breast,Protein,35,717,58.9,69.3,10.0,18.0,8.8,301,Breakfast,Weight Loss
5302,Almonds,Healthy Fat,178,490,28.6,52.8,32.8,5.1,13.8,535,Dinner,Maintenance
5303,Oats,Carbohydrate,57,695,14.4,26.6,8.2,15.3,4.8,414,Lunch,Muscle Gain
5304,Sweet Potato,Carbohydrate,403,274,41.4,21.7,34.8,1.2,18.0,973,Lunch,Muscle Gain
5305,Oats,Carbohydrate,423,789,44.6,89.8,23.2,13.1,12.4,453,Snack,Maintenance
5306,Avocado,Healthy Fat,412,258,59.2,64.4,10.4,3.9,13.9,990,Breakfast,Muscle Gain
5307,Milk,Dairy,77,179,18.2,55.7,13.2,13.2,21.1,8,Snack,Maintenance
5308,Spinach,Vegetable,165,627,47.7,87.5,15.7,17.4,4.9,1147,Dinner,Maintenance
5309,Chicken Breast,Protein,425,397,36.7,77.3,6.9,7.8,12.6,1062,Dinner,Weight Loss
5310,Sweet Potato,Carbohydrate,178,596,57.7,87.4,1.9,1.2,31.1,816,Snack,Weight Loss
5311,Broccoli,Vegetable,221,461,25.0,49.7,17.6,1.1,18.4,890,Snack,Maintenance
5312,Oats,Carbohydrate,475,354,13.1,36.2,35.7,2.9,6.1,257,Snack,Weight Loss
5313,Greek Yogurt,Protein,44,184,16.2,6.3,19.8,19.5,45.3,91,Lunch,Weight Loss
5314,Avocado,Healthy Fat,440,257,1.9,84.6,15.4,0.3,40.5,402,Snack,Maintenance
5315,Peanut Butter,Healthy Fat,407,145,7.5,35.6,31.4,9.8,27.8,617,Lunch,Maintenance
5316,Broccoli,Vegetable,161,417,29.2,59.2,3.9,0.0,17.9,636,Snack,Weight Loss
5317,Avocado,Healthy Fat,61,515,37.4,42.5,1.3,16.6,27.7,1176,Lunch,Maintenance
5318,Salmon,Protein,270,394,44.6,65.6,9.9,6.1,40.1,480,Lunch,Weight Loss
5319,Egg,Protein,111,598,13.4,63.5,29.8,7.8,23.2,727,Lunch,Weight Loss
5320,Chicken Breast,Protein,70,69,25.2,78.7,18.5,6.2,5.4,15,Breakfast,Muscle Gain
5321,Chicken Breast,Protein,272,800,27.1,77.2,19.3,14.2,24.5,191,Breakfast,Weight Loss
5322,Milk,Dairy,54,427,34.1,38.8,0.1,6.4,8.3,114,Snack,Weight Loss
5323,Chicken Breast,Protein,195,515,46.2,63.3,5.3,19.0,49.3,1159,Lunch,Maintenance
5324,Peanut Butter,Healthy Fat,231,768,59.0,33.2,18.6,8.8,7.0,1083,Breakfast,Maintenance
5325,Carrot,Vegetable,132,140,57.9,3.5,31.7,16.3,3.1,504,Snack,Muscle Gain
5326,Greek Yogurt,Protein,108,246,33.4,81.2,28.6,15.0,34.0,1070,Snack,Muscle Gain
5327,Sweet Potato,Carbohydrate,44,725,31.1,65.2,14.7,14.2,16.9,1100,Breakfast,Maintenance
5328,Oats,Carbohydrate,312,135,15.2,54.8,34.1,16.0,33.8,364,Dinner,Maintenance
5329,Apple,Fruit,183,781,55.9,67.9,29.4,16.7,29.5,990,Breakfast,Maintenance
5330,Chicken Breast,Protein,408,228,36.0,5.3,28.8,19.4,22.3,130,Lunch,Muscle Gain
5331,Banana,Fruit,162,401,16.4,61.8,12.4,1.1,16.9,569,Breakfast,Weight Loss
5332,Avocado,Healthy Fat,208,234,59.0,90.7,30.8,15.0,10.7,138,Dinner,Maintenance
5333,Olive Oil,Healthy Fat,431,766,18.5,54.3,36.8,3.5,46.0,1055,Breakfast,Maintenance
5334,Olive Oil,Healthy Fat,449,170,39.1,78.1,15.0,11.6,39.4,860,Snack,Weight Loss
5335,Apple,Fruit,164,403,40.4,12.4,25.2,19.8,27.5,1188,Snack,Maintenance
5336,Avocado,Healthy Fat,288,210,56.5,60.2,31.9,9.8,19.8,1049,Snack,Maintenance
5337,Sweet Potato,Carbohydrate,363,367,47.5,82.8,16.6,2.8,14.6,1058,Lunch,Maintenance
5338,Greek Yogurt,Protein,457,596,27.8,8.3,15.5,15.2,21.4,207,Breakfast,Maintenance
5339,Avocado,Healthy Fat,54,504,39.9,94.7,11.4,4.3,37.8,1074,Breakfast,Maintenance
5340,Cheese,Dairy,380,170,14.9,9.8,12.2,7.0,12.2,673,Dinner,Maintenance
5341,Almonds,Healthy Fat,453,450,3.1,0.9,26.8,5.9,45.7,408,Lunch,Weight Loss
5342,Cheese,Dairy,339,430,43.8,70.4,8.2,1.2,49.1,278,Snack,Maintenance
5343,Spinach,Vegetable,108,452,45.7,83.4,37.1,8.3,22.9,1125,Breakfast,Weight Loss
5344,Chicken Breast,Protein,361,185,7.8,37.8,27.7,9.0,46.9,235,Snack,Maintenance
5345,Broccoli,Vegetable,475,311,21.3,58.8,37.7,17.0,41.2,245,Dinner,Weight Loss
5346,Brown Rice,Carbohydrate,497,592,58.0,6.3,29.1,13.2,4.7,785,Lunch,Maintenance
5347,Milk,Dairy,128,467,29.2,39.4,5.8,2.2,44.0,222,Breakfast,Muscle Gain
5348,Orange,Fruit,84,152,26.0,99.5,28.3,17.2,1.3,267,Dinner,Maintenance
5349,Olive Oil,Healthy Fat,232,96,38.6,50.4,7.8,11.9,47.8,373,Lunch,Muscle Gain
5350,Brown Rice,Carbohydrate,40,218,1.0,2.3,36.8,18.4,42.8,993,Lunch,Maintenance
5351,Egg,Protein,240,207,52.4,72.8,26.0,16.0,17.6,1006,Breakfast,Muscle Gain
5352,Cheese,Dairy,188,698,53.4,9.4,36.2,1.3,44.4,1045,Breakfast,Muscle Gain
5353,Milk,Dairy,417,754,2.4,36.5,26.3,17.3,43.0,505,Breakfast,Weight Loss
5354,Oats,Carbohydrate,230,698,17.3,7.7,23.7,0.8,16.2,760,Breakfast,Maintenance
5355,Milk,Dairy,287,550,3.7,82.0,27.6,16.5,45.9,799,Lunch,Maintenance
5356,Almonds,Healthy Fat,302,281,50.0,80.2,26.7,14.6,42.8,842,Dinner,Muscle Gain
5357,Cheese,Dairy,378,500,40.1,87.2,35.2,18.5,47.5,290,Dinner,Weight Loss
5358,Avocado,Healthy Fat,122,292,53.3,46.7,29.1,19.9,39.7,1195,Lunch,Muscle Gain
5359,Salmon,Protein,200,699,13.0,64.2,26.8,0.4,11.9,772,Snack,Maintenance
5360,Carrot,Vegetable,68,294,22.4,82.3,33.7,11.9,22.9,413,Snack,Maintenance
5361,Chicken Breast,Protein,279,732,5.7,6.4,13.6,13.0,39.8,1109,Dinner,Muscle Gain
5362,Egg,Protein,362,421,36.3,52.2,35.0,7.8,46.3,202,Dinner,Muscle Gain
5363,Milk,Dairy,174,317,24.1,38.0,11.0,8.5,28.0,841,Breakfast,Maintenance
5364,Egg,Protein,196,734,59.8,49.2,2.1,13.4,36.7,351,Snack,Maintenance
5365,Banana,Fruit,254,197,22.0,3.0,39.3,4.9,37.8,977,Dinner,Maintenance
5366,Carrot,Vegetable,179,174,24.8,36.4,29.9,1.4,29.6,1074,Snack,Muscle Gain
5367,Chicken Breast,Protein,48,767,10.3,53.5,0.5,11.9,17.1,1098,Lunch,Weight Loss
5368,Brown Rice,Carbohydrate,213,79,14.9,38.4,0.2,2.0,44.0,548,Breakfast,Maintenance
5369,Sweet Potato,Carbohydrate,108,528,32.0,93.4,2.5,18.6,47.9,697,Snack,Weight Loss
5370,Salmon,Protein,44,455,35.8,44.6,20.4,8.2,7.2,70,Snack,Muscle Gain
5371,Orange,Fruit,148,695,38.4,8.0,25.6,2.5,0.6,408,Lunch,Muscle Gain
5372,Oats,Carbohydrate,442,549,35.9,5.7,18.1,17.2,15.7,408,Dinner,Weight Loss
5373,Olive Oil,Healthy Fat,400,278,12.6,24.6,23.8,11.5,4.1,1067,Breakfast,Maintenance
5374,Oats,Carbohydrate,248,495,51.1,19.7,36.7,3.8,33.2,814,Breakfast,Muscle Gain
5375,Milk,Dairy,213,86,0.3,72.2,24.3,12.5,37.2,249,Snack,Maintenance
5376,Egg,Protein,477,213,25.2,69.2,31.5,0.3,42.8,1051,Snack,Weight Loss
5377,Greek Yogurt,Protein,171,273,4.6,17.1,8.3,10.7,38.2,951,Snack,Maintenance
5378,Tuna,Protein,210,645,3.6,18.7,33.5,18.1,14.2,244,Lunch,Maintenance
5379,Egg,Protein,124,691,52.5,52.2,19.9,8.1,36.2,488,Snack,Maintenance
5380,Chicken Breast,Protein,305,188,30.8,87.4,9.1,1.9,44.2,40,Lunch,Maintenance
5381,Peanut Butter,Healthy Fat,290,758,34.8,17.5,0.7,16.2,19.5,773,Dinner,Weight Loss
5382,Oats,Carbohydrate,410,673,15.8,3.0,13.3,12.7,32.7,1173,Dinner,Maintenance
5383,Broccoli,Vegetable,257,390,57.6,0.7,7.6,9.3,19.3,753,Breakfast,Maintenance
5384,Broccoli,Vegetable,426,97,43.9,33.5,13.5,9.6,42.4,830,Dinner,Weight Loss
5385,Brown Rice,Carbohydrate,343,166,41.5,71.7,31.1,16.2,11.7,297,Snack,Weight Loss
5386,Brown Rice,Carbohydrate,180,739,21.0,22.9,7.0,1.5,20.4,951,Breakfast,Muscle Gain
5387,Brown Rice,Carbohydrate,440,50,47.5,46.8,39.8,5.9,43.2,1119,Lunch,Weight Loss
5388,Chicken Breast,Protein,149,677,54.0,96.4,19.4,8.3,26.4,834,Snack,Muscle Gain
5389,Peanut Butter,Healthy Fat,132,699,22.8,13.1,5.0,10.4,28.6,481,Lunch,Muscle Gain
5390,Olive Oil,Healthy Fat,482,335,36.6,12.5,30.9,8.2,42.2,193,Dinner,Muscle Gain
5391,Orange,Fruit,92,373,2.0,54.0,6.7,11.6,43.8,847,Lunch,Weight Loss
5392,Oats,Carbohydrate,480,541,5.8,85.2,10.1,12.9,10.9,727,Dinner,Weight Loss
5393,Peanut Butter,Healthy Fat,172,361,52.7,73.0,0.0,16.6,16.2,329,Snack,Weight Loss
5394,Almonds,Healthy Fat,201,119,39.7,60.1,15.2,8.3,17.6,162,Breakfast,Muscle Gain
5395,Egg,Protein,414,350,37.0,69.5,33.3,13.2,11.3,1103,Breakfast,Muscle Gain
5396,Broccoli,Vegetable,419,399,12.6,56.0,22.0,11.1,0.9,919,Dinner,Muscle Gain
5397,Peanut Butter,Healthy Fat,488,135,17.8,63.6,21.7,18.0,15.5,437,Breakfast,Muscle Gain
5398,Olive Oil,Healthy Fat,216,708,30.3,59.3,27.0,4.0,40.4,558,Dinner,Maintenance
5399,Carrot,Vegetable,393,767,59.2,5.7,2.6,0.9,5.3,1065,Dinner,Weight Loss
5400,Salmon,Protein,318,507,54.8,95.9,7.1,10.5,13.8,455,Breakfast,Muscle Gain
5401,Avocado,Healthy Fat,390,569,58.2,16.9,12.4,18.8,31.2,442,Lunch,Muscle Gain
5402,Tuna,Protein,68,419,38.0,92.6,28.2,14.2,0.1,465,Snack,Maintenance
5403,Banana,Fruit,69,665,40.6,25.5,35.4,11.1,21.8,118,Snack,Muscle Gain
5404,Chicken Breast,Protein,462,293,8.3,28.4,20.5,12.0,12.7,917,Lunch,Maintenance
5405,Chicken Breast,Protein,295,92,1.6,55.5,9.9,4.7,43.7,669,Snack,Maintenance
5406,Greek Yogurt,Protein,500,263,10.5,97.2,27.5,19.4,37.7,748,Lunch,Weight Loss
5407,Peanut Butter,Healthy Fat,332,396,49.0,18.3,26.9,11.4,46.2,49,Breakfast,Maintenance
5408,Cheese,Dairy,471,720,1.1,97.7,16.5,8.1,12.8,161,Breakfast,Weight Loss
5409,Chicken Breast,Protein,221,609,15.9,8.6,32.1,17.3,7.9,970,Dinner,Muscle Gain
5410,Tuna,Protein,102,629,20.3,75.5,30.9,17.0,25.9,45,Lunch,Muscle Gain
5411,Olive Oil,Healthy Fat,387,394,54.0,16.7,9.0,4.0,21.1,1070,Dinner,Muscle Gain
5412,Carrot,Vegetable,186,390,2.6,20.6,37.8,2.8,49.1,1197,Lunch,Maintenance
5413,Peanut Butter,Healthy Fat,110,324,3.5,41.6,36.5,5.2,10.9,797,Dinner,Muscle Gain
5414,Tuna,Protein,241,141,16.3,50.7,7.2,12.3,11.1,890,Snack,Weight Loss
5415,Peanut Butter,Healthy Fat,37,780,56.7,64.2,29.4,17.9,9.6,16,Snack,Muscle Gain
5416,Avocado,Healthy Fat,140,786,34.2,51.9,7.0,18.2,21.8,714,Dinner,Muscle Gain
5417,Sweet Potato,Carbohydrate,390,647,56.4,48.5,23.9,4.6,4.3,127,Dinner,Weight Loss
5418,Carrot,Vegetable,240,474,49.2,96.3,21.5,2.5,0.6,905,Snack,Maintenance
5419,Oats,Carbohydrate,152,324,27.4,60.3,1.9,5.9,7.5,1096,Dinner,Weight Loss
5420,Salmon,Protein,158,49,38.1,89.2,21.9,17.3,5.7,174,Dinner,Weight Loss
5421,Chicken Breast,Protein,306,488,34.0,74.4,25.5,9.4,32.7,260,Breakfast,Weight Loss
5422,Olive Oil,Healthy Fat,306,331,41.1,96.6,2.9,11.5,2.6,1133,Breakfast,Maintenance
5423,Carrot,Vegetable,195,562,26.6,7.8,19.2,19.4,33.2,818,Lunch,Muscle Gain
5424,Greek Yogurt,Protein,168,489,22.4,70.8,12.6,17.1,23.8,994,Dinner,Weight Loss
5425,Peanut Butter,Healthy Fat,291,704,1.3,63.3,4.5,3.0,13.9,1132,Snack,Muscle Gain
5426,Orange,Fruit,46,458,48.7,94.4,3.0,5.3,12.0,1176,Dinner,Maintenance
5427,Spinach,Vegetable,315,366,14.9,11.6,30.6,3.5,12.0,58,Dinner,Weight Loss
5428,Orange,Fruit,343,396,50.8,99.4,22.3,10.5,38.9,687,Dinner,Maintenance
5429,Orange,Fruit,302,68,40.4,12.4,21.8,5.9,13.1,52,Snack,Maintenance
5430,Carrot,Vegetable,347,798,40.4,1.8,37.6,10.9,32.9,381,Dinner,Weight Loss
5431,Greek Yogurt,Protein,381,577,39.6,28.2,27.6,16.0,6.5,511,Dinner,Maintenance
5432,Egg,Protein,427,754,9.3,27.6,14.0,8.8,28.9,1010,Lunch,Weight Loss
5433,Orange,Fruit,218,162,23.0,65.6,1.8,14.4,18.9,102,Lunch,Maintenance
5434,Cheese,Dairy,229,724,9.0,95.5,29.9,0.5,8.7,941,Snack,Weight Loss
5435,Broccoli,Vegetable,52,320,51.0,72.0,10.5,11.9,47.3,1046,Breakfast,Weight Loss
5436,Olive Oil,Healthy Fat,160,718,48.4,27.9,21.8,12.2,23.0,1172,Snack,Maintenance
5437,Carrot,Vegetable,75,415,4.7,47.4,1.5,18.0,4.4,640,Lunch,Maintenance
5438,Tuna,Protein,80,202,41.1,36.5,39.3,16.0,32.5,53,Dinner,Muscle Gain
5439,Sweet Potato,Carbohydrate,36,228,48.9,34.4,16.7,9.1,17.7,727,Breakfast,Weight Loss
5440,Brown Rice,Carbohydrate,280,234,56.8,4.9,34.5,9.8,24.9,775,Snack,Maintenance
5441,Avocado,Healthy Fat,351,430,45.0,39.4,21.9,2.9,19.6,183,Breakfast,Muscle Gain
5442,Chicken Breast,Protein,205,125,34.5,41.4,14.6,7.9,14.8,1114,Snack,Muscle Gain
5443,Sweet Potato,Carbohydrate,137,425,5.3,38.6,5.0,0.1,35.4,85,Lunch,Weight Loss
5444,Carrot,Vegetable,467,253,58.9,22.8,37.4,8.1,48.6,850,Lunch,Weight Loss
5445,Orange,Fruit,370,136,33.0,29.1,26.0,16.7,25.4,1169,Snack,Weight Loss
5446,Salmon,Protein,294,140,44.1,16.8,37.8,18.6,45.0,1080,Breakfast,Maintenance
5447,Chicken Breast,Protein,93,424,55.7,97.4,9.7,11.3,38.7,388,Dinner,Muscle Gain
5448,Spinach,Vegetable,500,186,51.1,7.8,35.7,9.1,4.3,1092,Breakfast,Maintenance
5449,Spinach,Vegetable,128,110,2.7,34.8,32.7,17.6,21.6,791,Snack,Maintenance
5450,Milk,Dairy,394,478,35.1,48.0,7.2,10.2,24.3,589,Breakfast,Maintenance
5451,Orange,Fruit,325,554,47.7,85.5,27.6,18.3,49.2,976,Snack,Weight Loss
5452,Peanut Butter,Healthy Fat,405,695,0.3,31.8,1.1,8.1,5.5,517,Dinner,Maintenance
5453,Chicken Breast,Protein,414,214,12.7,13.6,35.1,4.6,28.1,357,Dinner,Muscle Gain
5454,Egg,Protein,270,676,22.8,56.3,26.2,18.4,35.5,404,Snack,Maintenance
5455,Avocado,Healthy Fat,216,113,55.2,94.9,17.9,14.7,41.3,619,Breakfast,Weight Loss
5456,Broccoli,Vegetable,465,714,44.4,75.0,36.2,9.7,34.5,1002,Snack,Muscle Gain
5457,Peanut Butter,Healthy Fat,417,728,24.2,29.0,26.9,3.5,45.7,426,Lunch,Muscle Gain
5458,Cheese,Dairy,192,437,14.6,55.5,7.3,5.1,11.2,891,Breakfast,Muscle Gain
5459,Milk,Dairy,443,381,6.0,51.5,27.3,12.6,48.8,365,Dinner,Maintenance
5460,Orange,Fruit,437,294,25.3,13.7,5.8,15.3,38.0,38,Lunch,Muscle Gain
5461,Tuna,Protein,363,653,34.7,52.9,20.6,4.0,45.7,1190,Lunch,Weight Loss
5462,Spinach,Vegetable,209,749,18.7,28.4,12.3,3.1,15.0,8,Lunch,Maintenance
5463,Milk,Dairy,273,74,29.6,82.2,12.3,17.0,29.8,412,Breakfast,Maintenance
5464,Sweet Potato,Carbohydrate,483,668,39.2,14.9,34.2,19.4,1.7,992,Snack,Maintenance
