Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
Male,26,155.9,68.2,40,140,39.1,377.1
Male,33,169.4,87.3,92,190,39.6,1536.3
Male,46,155.9,78.8,131,130,39.5,1331.6
Male,23,161.1,75.9,121,143,38.0,1298.0
Female,49,171.2,110.0,53,110,36.9,621.9
Female,50,173.5,116.0,149,108,38.3,1875.5
Female,45,151.1,75.3,134,128,37.7,1283.0
Female,45,157.7,86.4,32,164,36.8,432.5
Female,25,164.4,46.1,98,178,38.2,797.3
Female,32,188.4,62.0,125,110,37.9,839.6
Female,30,163.0,124.4,39,105,37.2,498.4
Male,27,163.5,74.4,169,183,39.6,2313.8
Male,30,151.2,63.9,114,72,36.5,511.1
Male,49,150.7,84.5,71,162,38.1,997.1
Female,40,181.7,70.4,56,96,38.9,349.8
Male,49,178.8,116.4,76,127,39.0,1148.6
Male,54,157.9,49.6,136,70,39.7,486.2
Male,30,182.2,75.2,111,169,38.5,1404.5
Female,46,154.1,78.5,90,141,37.3,1016.5
Male,23,151.4,88.8,18,187,38.1,324.4
Female,49,163.4,57.4,119,63,37.2,402.4
Female,53,189.0,95.6,22,141,37.2,309.8
Female,39,189.4,116.5,120,147,39.6,2068.4
Male,28,193.1,104.8,19,72,37.4,162.8
Female,59,153.4,64.6,40,165,39.1,443.3
Female,44,152.4,45.1,140,80,36.7,525.9
Male,25,174.0,45.5,158,168,39.8,1190.2
Female,18,186.6,90.6,12,104,36.4,130.5
Female,32,161.8,90.8,174,72,36.7,1118.1
Male,18,186.6,86.1,136,161,37.1,1887.3
Female,43,165.4,125.8,68,115,38.3,953.9
Male,57,174.6,70.4,144,106,37.6,1052.0
Male,49,188.4,67.1,93,162,37.5,985.1
Male,23,171.2,110.5,153,99,38.9,1660.4
Female,51,155.8,111.4,178,90,37.4,1794.0
Male,29,186.1,114.3,155,155,37.3,2728.3
Male,48,187.6,85.5,132,161,36.3,1841.8
Female,55,186.3,46.6,10,66,38.0,20.0
Female,65,164.1,116.6,62,112,38.1,801.1
Male,30,152.8,69.2,104,91,39.4,646.3
Female,19,181.6,71.7,46,82,39.0,287.8
Female,37,164.1,87.6,90,158,37.8,1225.0
Female,34,175.7,73.7,160,92,39.3,1104.1
Female,39,179.4,62.2,152,135,37.1,1282.6
Female,36,164.6,112.0,29,86,39.4,296.7
Male,53,166.3,85.3,91,119,37.5,917.4
Female,20,188.1,127.2,61,189,37.0,1481.3
Male,21,160.8,88.4,74,107,38.4,685.2
Female,65,182.9,123.0,62,186,36.3,1406.2
Male,42,160.4,128.6,103,78,36.7,1050.1
Male,19,165.4,107.1,146,106,36.4,1669.7
Female,62,159.6,59.3,66,90,39.7,357.3
Male,18,193.9,85.9,91,133,40.0,1057.5
Male,37,164.2,95.1,104,152,37.0,1527.4
Female,59,163.3,85.4,93,177,38.2,1384.0
Male,64,157.7,91.6,65,181,38.3,1084.2
Male,40,179.4,77.5,71,150,38.2,833.2
Male,56,157.8,54.6,58,90,37.6,313.1
Male,30,170.9,105.0,171,96,37.9,1746.9
Female,28,185.8,113.4,17,153,36.3,309.5
Male,18,176.3,112.4,70,124,39.9,952.5
Male,62,165.9,125.7,91,104,39.7,1170.0
Male,38,163.2,102.6,125,161,37.9,2075.3
Male,52,186.3,65.0,31,90,39.3,192.4
Female,62,153.3,53.5,43,163,36.9,368.1
Male,59,177.6,80.3,145,187,38.6,2150.4
Female,38,175.3,105.8,118,150,37.3,1860.6
Female,35,174.7,118.0,150,167,37.7,2980.4
Male,26,168.4,95.4,64,181,38.6,1096.3
Male,56,150.3,120.2,86,104,39.2,1082.5
Female,21,168.3,123.0,135,123,38.8,2056.8
Male,29,191.7,115.0,105,145,36.1,1725.3
Male,57,184.8,73.3,117,134,37.6,1149.4
Female,48,175.1,91.0,179,99,39.9,1619.6
Female,56,175.5,88.1,66,60,39.0,343.3
Male,54,188.6,118.8,128,138,37.9,2086.7
Male,45,172.2,54.7,51,177,39.0,474.0
Female,44,176.8,96.3,14,147,38.2,189.6
Female,40,174.3,78.2,162,131,36.1,1688.3
Male,26,183.2,45.8,147,130,36.3,872.8
Female,65,194.8,92.6,142,67,37.7,908.0
Male,56,187.1,109.5,99,169,39.3,1805.1
Male,45,187.3,108.6,82,92,38.5,797.2
Male,55,159.4,116.2,139,149,36.1,2431.7
Female,18,180.9,52.6,91,139,38.9,657.6
Male,32,168.5,91.1,153,75,38.6,1017.4
Female,18,178.0,127.8,98,181,36.8,2254.4
Female,25,156.8,82.4,19,95,39.2,123.7
Male,62,191.3,122.6,44,166,39.1,902.7
Female,27,193.0,129.1,18,148,38.4,365.8
Male,29,153.4,116.6,123,174,39.4,2521.2
Male,65,158.2,104.0,176,74,37.8,1338.1
Male,33,152.1,60.7,55,137,39.6,483.1
Female,59,157.8,100.7,177,86,36.6,1537.1
Female,48,186.3,48.4,76,132,37.0,457.8
Female,53,194.0,109.7,12,160,37.0,221.7
Male,18,162.9,118.5,153,165,37.7,2985.0
Female,63,186.3,119.9,141,70,37.3,1192.1
Male,55,173.3,95.3,113,105,38.5,1118.1
Male,47,159.3,97.0,172,139,39.1,2345.2
Female,22,164.7,119.9,146,76,36.7,1334.2
Female,56,151.0,128.5,153,125,36.7,2442.2
Female,23,168.1,82.8,160,140,39.9,1825.4
Male,65,150.3,105.3,85,90,36.8,807.9
Male,20,162.8,65.5,60,171,39.4,701.2
Male,54,172.8,71.5,76,189,36.1,1010.7
Male,24,156.9,48.2,12,102,36.5,50.0
Female,32,170.0,81.3,130,159,38.1,1687.2
Male,29,171.1,78.7,32,143,36.4,339.0
Female,23,183.4,76.5,88,181,36.1,1199.1
Female,41,189.9,48.4,173,176,38.2,1461.0
Female,60,190.0,113.2,173,85,38.1,1689.7
Female,23,182.1,80.4,54,74,39.5,324.9
Male,62,158.7,114.5,50,131,36.4,775.8
Male,41,179.4,45.1,126,173,39.2,1001.3
Female,46,166.2,51.9,16,168,38.7,136.4
Male,62,158.2,57.3,65,172,39.2,642.5
Male,57,173.8,71.1,178,131,39.4,1647.5
Male,48,176.8,68.7,27,189,38.3,367.4
Male,51,160.9,106.8,128,68,37.6,901.5
Female,62,193.6,126.8,82,133,36.5,1405.8
Female,50,163.6,126.4,75,95,36.5,925.5
Male,38,156.1,100.9,138,140,37.2,1920.4
Female,19,181.4,60.7,39,179,37.4,425.5
Male,37,158.0,83.6,13,171,37.6,158.3
Female,41,179.8,79.6,30,72,39.1,153.1
Female,36,170.9,121.9,63,141,39.5,1077.5
Male,23,192.5,61.2,135,111,39.5,924.7
Male,18,190.7,91.9,95,177,36.4,1524.6
Female,49,167.6,104.8,26,60,39.1,156.1
Male,37,189.6,93.7,120,182,39.5,2018.5
Female,52,173.2,66.8,80,132,36.4,726.4
Male,19,191.6,68.9,140,153,38.2,1490.0
Male,40,163.3,108.1,76,164,37.2,1357.9
Female,42,179.5,115.2,27,68,38.7,196.7
Male,41,173.8,83.5,18,84,37.9,117.8
Male,63,184.0,76.5,177,183,39.5,2455.0
Female,65,158.0,125.0,143,184,38.8,3270.3
Male,63,181.2,116.3,40,90,39.8,439.5
Male,57,192.0,97.6,145,74,39.4,1071.6
Female,43,165.2,52.8,58,137,38.4,445.7
Male,37,163.1,122.6,11,109,36.5,164.9
Female,45,173.3,68.7,84,67,38.9,364.1
Male,47,185.8,127.6,142,99,39.5,1819.2
Female,19,185.0,89.8,137,114,38.6,1381.2
Female,34,176.8,84.6,178,125,39.2,1870.2
Male,33,182.5,74.5,70,158,37.9,818.0
Male,39,188.3,98.7,43,61,37.2,254.8
Female,52,160.9,65.4,69,70,39.3,336.1
Male,19,151.1,67.4,162,165,36.7,1830.0
Male,25,186.4,101.3,35,131,39.0,492.5
Male,31,166.2,82.5,84,72,39.2,507.5
Female,23,157.1,71.7,173,186,37.0,2303.0
Male,51,190.3,68.0,53,116,36.7,398.9
Female,36,189.5,61.2,135,75,38.6,594.4
Male,53,155.1,91.8,61,106,37.5,585.4
Female,22,171.8,66.1,179,134,38.5,1608.2
Male,55,170.2,55.7,104,124,37.0,699.9
Male,42,163.1,55.8,152,133,38.6,1107.7
Female,23,178.3,81.2,24,143,38.5,278.0
Female,30,163.7,98.5,90,114,36.8,986.4
Female,56,162.7,114.1,110,65,36.9,843.5
Male,34,188.6,125.6,141,101,38.2,1807.8
Female,33,180.4,65.4,13,88,36.8,82.4
Female,26,152.1,119.8,159,141,37.0,2678.3
Female,62,173.8,62.6,102,142,36.5,898.4
Male,39,151.3,82.2,64,96,37.7,491.0
Male,64,170.9,81.5,102,85,39.4,698.5
Male,49,157.1,56.9,163,159,37.0,1498.7
Female,22,193.1,67.6,56,75,36.9,254.4
Male,61,171.0,55.8,145,89,40.0,722.2
Male,44,168.0,103.1,54,127,39.0,729.8
Female,65,186.9,110.9,170,185,38.5,3480.2
Female,51,172.1,66.0,37,74,39.8,162.5
Male,22,180.4,65.6,180,114,38.7,1357.7
Female,18,183.4,76.4,16,184,39.2,197.6
Female,50,155.1,49.2,46,103,38.4,214.1
Female,65,151.1,78.7,93,139,38.6,1026.8
Female,31,160.3,84.2,162,71,39.4,984.2
Female,38,173.2,97.3,16,66,38.9,87.7
Female,22,173.3,65.2,135,163,39.0,1435.5
Male,53,181.7,108.6,138,189,37.1,2820.9
Male,22,168.2,124.5,82,143,39.2,1486.8
Female,52,192.8,103.0,45,172,40.0,824.4
Male,32,191.1,54.5,64,162,39.8,545.7
Male,37,160.1,117.3,99,127,37.2,1482.9
Female,21,189.2,109.4,99,139,38.4,1481.9
Male,32,194.4,128.9,85,150,36.5,1619.9
Female,30,193.5,48.1,166,121,38.5,937.2
Male,48,151.9,104.0,85,75,37.6,640.7
Male,21,192.8,110.0,175,183,37.1,3529.6
Female,25,156.0,78.0,72,98,39.8,554.8
Female,24,165.1,113.9,119,83,38.2,1148.8
Male,30,169.7,48.6,136,102,39.8,683.6
Male,38,175.9,59.4,95,171,37.4,957.1
Female,24,164.8,91.7,175,174,37.8,2767.0
Female,53,150.2,46.3,70,89,36.7,294.0
Male,25,159.8,126.3,142,168,37.7,2992.8
Female,56,187.9,106.5,100,179,38.2,1900.9
Male,48,185.1,73.4,85,178,39.1,1091.9
Male,44,192.7,119.1,134,145,37.6,2302.4
Female,40,157.7,79.1,59,172,37.4,787.4
Male,63,189.0,88.2,164,68,38.3,985.5
Female,29,150.2,59.8,155,97,40.0,876.4
Male,46,154.2,75.9,21,182,37.3,307.8
Male,31,159.8,78.0,123,135,38.1,1281.4
Male,45,175.3,61.2,133,138,38.4,1110.6
Male,47,156.7,107.4,33,126,37.3,450.3
Male,45,166.4,52.1,26,180,38.5,223.6
Female,61,178.2,103.0,145,144,37.2,2128.7
Male,57,153.8,118.1,12,116,36.2,170.9
Female,35,150.7,99.5,31,60,38.1,199.6
Female,27,155.7,116.6,15,96,38.1,195.4
Male,41,169.7,127.2,102,132,37.3,1704.5
Female,36,194.4,75.3,139,138,36.5,1469.3
Female,51,175.7,92.6,58,74,39.1,412.7
Female,32,184.2,103.7,91,83,36.4,798.7
Male,59,187.7,108.5,53,169,39.0,950.1
Female,21,161.5,94.9,133,93,39.0,1154.9
Male,61,193.3,74.9,91,181,36.1,1242.7
Female,32,188.5,113.8,19,118,38.7,259.8
Male,20,159.3,59.9,85,155,38.7,818.4
Female,59,185.3,111.3,100,188,38.6,2075.7
Male,27,160.0,107.1,109,78,36.5,908.9
Female,28,151.4,75.1,13,87,36.6,93.8
Female,26,190.8,98.9,88,114,36.8,1003.6
Male,32,160.5,94.0,148,164,36.3,2265.1
Female,65,166.2,124.0,113,130,39.3,1812.3
Male,40,151.2,91.5,43,141,38.4,533.8
Female,41,162.8,109.0,105,168,37.4,1920.4
Male,40,190.7,96.0,128,134,38.0,1622.2
Female,38,154.5,110.3,122,173,37.7,2319.6
Male,62,173.0,85.3,164,138,37.0,1905.7
Female,48,152.8,111.0,164,175,39.3,3157.6
Female,47,183.6,67.1,97,81,36.3,518.9
Female,44,183.3,53.4,142,89,39.9,658.2
Female,47,157.0,126.7,153,60,38.9,1155.1
Male,18,156.7,84.0,60,153,37.4,761.7
Male,35,174.8,119.8,60,66,38.5,502.7
Female,44,158.9,103.4,11,102,36.6,87.3
Male,26,181.7,79.9,87,127,39.4,855.3
Female,46,184.9,122.9,55,101,36.3,654.3
Male,35,168.8,123.8,55,78,37.9,550.1
Female,39,170.9,64.7,46,65,38.8,181.1
Male,33,153.8,46.6,155,181,39.7,1323.3
Female,24,173.5,126.9,147,148,39.0,2784.9
Female,30,167.4,84.8,138,169,36.0,1997.9
Female,21,164.6,90.7,168,152,39.3,2293.6
Female,57,161.4,67.5,97,90,39.5,578.3
Female,35,179.0,51.9,171,129,39.4,1174.8
Female,19,155.3,106.9,29,142,39.3,469.7
Female,52,190.4,91.3,128,127,36.0,1482.0
Female,45,172.0,62.8,74,163,36.7,756.9
Female,54,157.0,57.3,49,150,38.4,435.3
Female,25,187.2,69.6,136,76,39.9,736.8
Male,46,188.8,68.7,144,186,37.1,1832.1
Female,56,170.6,96.1,124,90,38.5,1087.6
Male,21,157.6,47.1,94,134,36.2,584.8
Female,18,164.8,88.5,23,85,37.4,160.6
Female,56,189.5,113.1,106,164,37.6,1987.5
Male,55,182.9,76.3,157,79,38.8,967.3
Male,44,178.8,120.1,93,129,39.2,1458.0
Female,31,186.7,116.9,119,117,36.8,1632.0
Male,61,166.1,47.5,66,167,38.5,519.4
Female,33,184.8,113.9,125,112,36.4,1581.1
Male,46,167.7,125.1,167,154,39.6,3196.0
Female,43,175.8,70.2,96,187,38.0,1274.5
Female,50,162.4,87.6,118,131,36.3,1362.6
Male,60,163.5,90.3,17,169,39.4,274.0
Female,29,182.8,67.8,163,186,38.1,2030.9
Female,18,185.3,122.5,39,121,36.0,591.4
Female,43,159.4,77.6,19,158,37.5,235.1
Female,63,186.4,113.0,35,60,38.5,210.8
Male,33,188.0,74.1,32,168,37.6,418.9
Male,26,181.4,101.8,125,94,37.5,1186.1
Male,25,154.0,76.8,29,69,37.7,165.2
Female,31,161.6,127.9,61,63,36.8,507.9
Female,35,182.1,62.9,50,72,39.7,217.4
Female,58,176.0,95.5,68,183,39.1,1214.7
Female,27,177.3,64.5,101,118,40.0,776.2
Male,26,169.1,106.2,99,66,37.8,704.2
Female,48,154.8,70.9,131,118,39.2,1067.2
Female,52,181.0,86.3,76,72,37.1,497.7
Female,54,185.9,75.8,24,118,37.7,191.9
Male,47,189.6,58.3,85,99,38.3,506.1
Female,42,159.5,108.6,73,103,39.3,825.2
Male,36,163.8,95.8,102,96,36.8,966.7
Female,30,155.0,108.8,47,106,39.9,521.6
Female,23,180.3,82.0,168,128,38.7,1788.6
Female,48,157.1,101.1,113,180,39.1,2055.7
Male,54,194.2,62.4,165,181,38.2,1849.4
Female,30,180.3,78.4,50,64,39.7,238.5
Female,34,165.8,113.0,144,71,39.1,1175.9
Male,62,185.7,127.6,137,175,38.5,3081.4
Male,51,159.1,81.3,131,144,39.9,1538.1
Female,30,158.1,58.9,145,162,38.7,1384.9
Female,60,184.2,104.1,59,102,38.0,615.8
Female,23,177.5,120.2,36,133,38.0,585.7
Male,18,183.9,64.6,119,163,39.2,1275.5
Female,36,165.6,120.3,90,151,37.7,1616.4
Male,22,180.4,83.5,157,80,38.2,1077.1
Female,64,168.4,125.5,154,116,39.5,2218.9
Female,29,181.3,67.9,80,145,37.2,778.6
Male,28,172.8,79.2,73,124,38.7,726.3
Male,36,191.2,83.1,160,142,38.6,1894.8
Male,21,192.1,67.2,148,69,39.5,690.3
Male,32,157.3,72.5,57,100,37.8,432.3
Female,35,176.9,47.2,93,147,38.6,652.6
Male,18,155.9,50.4,125,60,36.6,396.9
Female,49,166.9,109.8,79,124,39.4,1074.4
Male,38,186.3,47.7,21,137,38.0,138.5
Male,39,165.6,94.1,58,190,37.1,1062.9
Female,21,176.7,117.9,45,95,39.7,486.1
Male,51,181.6,83.6,100,95,36.8,785.5
Male,22,190.9,52.4,179,73,38.5,676.3
Male,18,174.8,117.6,164,92,36.0,1799.2
Female,50,189.8,94.3,91,98,36.5,834.7
Male,25,171.0,86.4,18,147,37.1,232.8
Male,50,155.8,70.0,47,115,39.7,380.0
Male,23,189.2,93.5,144,86,37.4,1138.9
Male,46,186.9,45.4,64,86,36.6,244.0
Female,36,153.3,57.6,57,70,36.5,238.8
Female,42,193.8,116.0,33,116,39.7,471.3
Female,36,151.5,120.6,148,103,38.0,1815.2
Female,49,166.0,112.4,57,144,39.3,914.6
Female,33,178.2,66.6,47,111,38.3,354.8
Female,31,172.9,69.9,94,159,37.5,1069.3
Male,56,173.0,102.8,28,80,38.0,227.6
Female,29,153.4,64.0,111,64,36.5,454.6
Male,59,174.5,82.9,139,115,38.1,1303.7
Male,54,152.7,127.1,68,137,36.8,1187.1
Female,40,186.9,125.3,32,81,39.1,327.2
Female,25,174.6,110.8,126,109,39.3,1514.3
Female,36,154.2,78.2,176,162,36.9,2217.1
Male,40,182.4,66.5,63,135,37.4,563.0
Female,24,164.8,46.1,152,135,37.3,961.1
Female,34,180.5,54.3,39,84,39.3,194.1
Male,65,163.0,59.0,167,142,37.3,1423.4
Male,50,155.1,108.5,105,60,37.6,685.2
Male,38,189.9,86.1,178,140,38.7,2171.7
Female,19,154.6,126.9,173,146,38.1,3186.4
Male,39,179.4,126.8,22,150,39.2,441.2
Male,42,190.5,80.1,157,178,39.4,2239.7
Female,36,159.6,108.3,64,179,39.1,1243.4
Female,55,150.9,75.4,180,80,37.1,1079.6
Female,54,192.9,93.6,124,119,36.4,1385.0
Male,45,168.4,62.3,77,151,38.6,748.4
Male,18,182.3,62.7,111,81,38.6,568.2
Female,60,151.0,51.4,109,142,36.4,794.9
Female,40,166.6,85.7,100,126,38.6,1106.6
Female,37,177.8,46.5,146,73,36.1,472.2
Male,61,179.3,54.0,17,61,37.8,70.3
Female,46,154.5,118.4,142,133,39.2,2209.2
Female,60,158.1,94.0,11,72,36.7,75.7
Male,36,191.2,83.6,13,66,40.0,90.5
Female,43,181.6,76.6,42,76,37.8,241.8
Male,46,179.6,115.6,150,117,39.3,2040.2
Male,24,157.4,57.0,63,103,37.5,387.1
Male,19,158.9,86.0,36,63,36.2,171.5
Female,41,161.6,57.5,116,154,36.2,1021.3
Male,25,186.8,85.1,112,98,38.1,952.1
Male,44,185.2,75.5,169,151,39.9,1943.0
Male,18,170.5,57.7,29,98,37.7,186.2
Male,58,165.8,80.5,133,160,39.1,1726.2
Female,22,152.7,45.1,147,127,36.9,832.8
Male,53,180.3,116.9,164,86,37.2,1673.4
Male,47,162.3,69.4,130,182,36.2,1642.3
Male,47,171.5,103.8,137,165,37.4,2319.9
Male,27,169.0,110.0,107,88,40.0,1057.4
Female,23,152.2,68.4,125,164,37.7,1391.0
Female,58,193.9,106.1,64,60,39.8,419.3
Female,63,173.3,98.7,13,83,38.5,120.8
Female,25,168.3,71.9,83,117,36.2,709.6
Male,25,153.5,93.8,139,147,37.1,1907.8
Female,56,153.6,117.1,170,121,36.9,2436.5
Male,65,194.4,110.1,108,90,39.2,1082.2
Female,62,174.3,63.4,21,102,38.2,120.9
Male,42,158.8,124.5,68,123,36.8,1015.4
Female,23,193.2,129.5,108,72,39.5,1010.2
Female,28,186.2,91.5,26,172,37.0,411.6
Male,44,174.0,81.0,174,94,38.9,1321.9
Male,46,170.8,110.6,21,74,36.9,175.0
Female,44,170.7,118.4,50,183,36.6,1058.3
Male,18,161.7,99.1,104,81,37.7,827.0
Male,34,182.5,45.8,158,186,37.8,1322.0
Female,36,155.7,85.7,135,170,39.4,1955.5
Male,51,178.9,97.9,85,157,38.9,1296.3
Female,33,153.9,101.5,70,135,37.3,956.3
Female,65,162.6,105.3,100,146,38.1,1518.4
Female,46,177.6,108.6,179,158,39.3,3085.1
Female,45,152.5,115.7,166,64,37.0,1218.7
Female,55,190.7,76.7,50,135,39.8,512.2
Female,22,154.9,88.5,53,138,36.6,630.6
Male,63,157.7,78.2,67,115,36.3,605.1
Male,24,167.2,55.4,105,145,36.4,849.2
Male,35,171.2,127.4,177,181,38.2,4067.9
Male,58,190.9,55.1,96,97,39.6,536.8
Male,57,158.8,115.0,155,104,37.1,1855.1
Male,49,184.0,106.7,151,183,36.2,2946.0
Male,42,191.9,57.3,31,93,36.7,141.1
Male,52,151.6,120.1,121,104,38.5,1487.7
Male,18,160.8,111.2,88,165,38.0,1623.6
Male,58,186.9,73.7,102,185,37.5,1398.6
Male,45,170.3,100.4,178,134,36.7,2389.9
Male,52,161.0,80.2,121,68,36.4,680.7
Male,51,186.9,62.3,95,108,39.9,625.7
Female,60,179.8,108.6,106,147,39.6,1699.3
Male,23,166.1,47.5,27,81,36.4,105.0
Female,29,166.0,69.0,80,78,36.6,437.3
Female,23,180.2,126.0,177,150,37.3,3331.4
Male,34,172.6,79.1,173,71,37.1,944.6
Female,30,176.8,87.9,170,130,37.5,1955.7
Female,26,170.5,63.6,102,65,40.0,440.7
Female,32,178.9,54.0,110,112,37.5,657.1
Male,36,185.6,100.7,42,182,37.9,773.9
Female,40,174.4,91.5,74,83,38.2,548.7
Male,64,166.9,119.4,41,78,39.4,398.8
Female,59,160.7,104.2,76,113,39.8,867.5
Male,39,152.4,85.7,173,151,39.5,2228.0
Male,26,194.0,117.9,125,182,39.6,2702.7
Male,65,156.4,112.4,163,119,36.9,2176.0
Male,33,150.5,120.1,124,87,36.7,1320.1
Female,32,194.0,98.8,79,100,36.8,797.5
Male,37,171.4,48.7,14,186,39.8,140.8
Male,45,169.2,46.1,177,61,37.1,519.7
Male,52,165.8,87.9,47,181,36.3,722.7
Male,45,194.1,68.6,95,85,37.8,530.5
Male,49,180.7,97.8,16,102,39.8,146.2
Female,56,152.3,55.2,15,108,38.9,82.2
Male,37,194.1,62.8,141,118,37.8,1038.5
Female,23,181.8,89.8,119,74,37.1,794.9
Male,56,168.6,87.6,132,188,38.1,2171.4
Male,61,170.0,73.7,180,73,39.8,995.0
Female,55,160.1,67.4,150,150,36.8,1544.0
Female,59,181.7,48.9,124,94,38.6,541.0
Female,18,185.2,114.5,71,63,39.6,540.8
Female,20,168.6,84.2,17,130,36.7,187.2
Male,29,151.2,85.9,153,162,38.7,2130.0
Female,48,158.1,75.6,166,107,39.7,1326.5
Female,19,186.0,91.6,47,152,36.8,673.0
Male,29,152.5,80.3,138,140,39.8,1553.6
Female,38,175.7,100.8,90,133,37.7,1190.9
Female,46,164.2,80.2,133,162,39.9,1740.5
Male,39,167.2,85.4,160,127,37.5,1741.0
Male,44,190.9,57.9,139,111,39.9,897.2
Male,28,181.0,94.5,56,169,36.4,913.0
Male,33,179.0,118.5,114,74,39.8,1021.1
Male,18,155.8,115.5,170,115,39.2,2256.9
Female,32,192.4,58.2,57,151,39.7,493.9
Female,58,190.8,112.5,15,133,37.0,221.1
Male,33,157.8,90.0,97,86,37.2,731.9
Female,62,159.2,116.4,37,96,38.9,402.1
Male,56,159.5,123.9,175,171,37.0,3691.9
Female,47,182.4,117.2,176,165,39.0,3397.4
Male,48,167.0,49.9,170,170,38.8,1426.9
Female,63,171.2,121.1,85,104,37.3,1100.1
Male,25,191.8,116.8,89,112,36.9,1143.2
Female,28,188.6,121.9,112,79,37.5,1060.9
Female,64,189.9,58.7,78,101,37.6,432.6
Male,45,161.3,48.8,139,150,38.7,990.1
Female,37,178.7,90.8,95,104,37.7,923.3
Male,50,174.4,128.6,167,81,39.6,1750.1
Female,65,166.1,106.0,121,112,39.6,1440.6
Female,38,165.4,108.5,27,70,38.0,193.4
Male,55,187.5,62.9,55,129,37.3,448.4
Female,56,183.5,109.7,108,87,39.4,1032.2
Male,25,185.5,88.8,66,151,36.2,856.4
Male,32,181.4,48.8,175,119,37.6,1034.4
Male,61,165.9,77.0,143,138,36.2,1533.7
Male,30,150.7,70.9,53,155,39.1,566.0
Male,52,191.3,81.9,109,129,36.7,1173.9
Female,43,161.4,93.2,103,83,39.8,822.1
Male,55,165.8,114.1,178,187,36.8,3773.6
Female,64,151.4,51.8,94,62,39.5,309.5
Male,28,165.0,100.4,151,104,37.7,1600.8
Male,18,189.3,69.8,171,187,39.1,2215.0
Male,22,193.1,58.7,58,172,38.0,576.4
Male,39,180.6,49.1,36,154,39.5,259.2
Female,20,156.0,103.9,160,113,39.3,1894.9
Female,47,165.1,98.1,19,167,36.2,309.0
Female,32,177.6,51.5,102,156,36.7,799.8
Female,31,175.2,57.2,97,70,36.4,403.4
Female,28,161.6,117.1,23,129,37.0,338.5
Male,65,167.6,61.4,178,91,37.8,986.8
Male,65,170.8,115.8,46,73,36.8,394.5
Male,19,168.4,72.2,137,181,38.5,1793.2
Male,53,150.6,122.8,55,189,39.6,1268.2
Female,45,171.2,68.4,76,95,38.8,503.8
Female,24,179.6,119.9,68,166,38.4,1368.0
Female,38,178.8,47.4,120,101,39.5,554.1
Male,50,187.2,122.4,58,87,39.8,609.7
Male,56,187.2,60.7,24,77,37.6,117.7
Male,53,158.8,89.0,33,151,38.9,428.9
Male,65,192.1,87.2,55,146,38.0,716.1
Male,43,186.6,50.3,122,113,37.7,708.8
Male,50,170.9,90.6,91,185,40.0,1535.3
Female,39,186.6,103.9,143,83,37.8,1245.2
Female,45,179.7,52.6,36,83,36.8,152.7
Male,59,152.7,67.6,178,145,38.0,1763.5
Male,64,184.1,77.8,168,78,37.1,998.8
Female,36,155.5,121.8,140,118,39.7,2029.1
Male,31,156.3,64.8,91,141,36.8,832.4
Male,62,180.4,90.6,77,169,38.6,1190.2
Female,37,179.4,118.1,92,72,37.6,791.7
Male,18,193.9,110.7,18,130,39.5,234.9
Male,30,187.5,98.8,45,85,39.1,377.0
Female,47,157.6,119.0,141,108,36.5,1806.6
Female,53,186.1,72.8,38,138,39.1,369.4
Male,20,177.1,47.5,177,76,36.4,623.5
Male,44,192.1,84.5,127,185,37.2,2014.2
Female,37,165.7,59.4,169,91,39.2,919.7
Male,44,180.4,113.4,117,122,39.6,1618.6
Male,53,159.4,126.3,120,153,38.7,2314.6
Male,47,172.4,103.2,80,75,38.4,596.7
Female,29,182.3,105.7,145,176,38.0,2714.3
Female,56,169.6,62.4,119,62,36.5,442.3
Female,55,161.5,59.7,141,103,39.0,889.0
Female,56,188.9,61.0,73,97,36.6,428.2
Male,61,165.6,50.8,168,114,38.1,964.5
Male,24,165.6,93.5,32,157,37.7,476.6
Male,45,155.7,59.3,59,90,36.3,322.3
Male,24,158.7,94.7,61,108,38.8,635.3
Female,41,173.1,60.7,81,148,36.7,751.8
Male,34,179.9,85.3,160,161,38.4,2174.2
Male,27,166.0,86.1,121,80,37.1,828.6
Male,36,190.4,73.9,64,87,37.3,392.3
Male,61,193.5,47.7,110,69,37.5,391.8
Male,48,164.7,120.2,150,171,38.0,3064.1
Female,36,151.2,119.8,77,132,39.7,1217.8
Male,18,189.0,105.7,63,164,37.0,1072.6
Female,28,157.1,71.5,33,184,39.4,450.1
Male,62,178.8,81.6,85,168,36.7,1178.3
Female,59,194.3,45.2,45,75,39.4,161.1
Female,34,153.2,87.9,169,157,37.7,2315.4
Male,19,191.4,126.5,22,64,37.3,165.2
Female,31,187.8,86.4,74,166,39.3,1077.2
Female,28,193.6,57.8,76,188,36.9,832.6
Male,37,154.1,48.4,170,112,38.7,943.4
Male,23,160.6,89.6,83,178,36.7,1337.2
Male,56,166.9,59.5,68,169,37.4,701.2
Male,48,156.5,68.1,28,171,38.1,319.8
Female,37,181.9,97.4,163,190,36.6,2995.6
Female,26,184.2,100.3,109,178,39.2,1936.4
Female,19,163.3,100.6,110,183,39.5,2029.6
Female,65,153.9,57.1,151,61,39.7,519.5
Female,65,154.6,65.4,151,129,38.1,1297.5
Female,55,181.5,86.9,84,104,37.3,734.5
Female,52,191.4,69.1,133,116,40.0,1036.4
